AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label,chunk
-0.2131174440682781,-0.056589878451637786,0.13683126573878898,0.04049346253334672,-0.7736786195649747,-1.1774346440024743,0.10973563628699272,0.4094006183286585,2,0
-0.18463301645886265,-0.04216149686039405,0.1313324574102358,0.022855350415367726,-0.7624021384661059,-1.2431962030449701,0.10377760948017084,0.4228048457330619,2,0
-0.15335981918606867,-0.022204169474307874,0.12527596884188075,0.005592072352050531,-0.7524398688868301,-1.2978603004134832,0.09886949229029088,0.4334201056371931,2,0
-0.11977302121991194,0.001132879968796463,0.1187495393383866,-0.010463758826952371,-0.7439078350183432,-1.339640711680667,0.09494616450346596,0.4414182167926951,2,0
-0.08441221013916078,0.025306269963180625,0.11187010754691916,-0.024459474381839152,-0.7367823574389984,-1.3669608934620925,0.09189035018214277,0.4470240546617041,2,0
-0.0478599730319675,0.04765319435094992,0.10477750685107254,-0.035586766942709215,-0.7308982685956599,-1.3785571890403294,0.08954558639221025,0.4504793193004778,2,0
-0.010718264057942857,0.06566973413377931,0.09762511009608042,-0.04314996737598077,-0.7259623551693684,-1.3735663336464887,0.08773005272896409,0.4520023860474653,2,0
0.026416978796520597,0.07726457824779065,0.09056849226057044,-0.04663133490150567,-0.7215812117565443,-1.3515860591836226,0.08624988559707253,0.4517476267841489,2,0
0.06298227887654367,0.08096409886848092,0.08375341272092872,-0.04574644434301227,-0.7173009453969084,-1.3127012496802044,0.08491095872652442,0.4497687752133217,2,0
0.09847300016949867,0.07605075826056212,0.0773044642743124,-0.04048345133443375,-0.7126546791645576,-1.257473317973692,0.08352853545385729,0.4459915097276333,2,0
-0.11977302121991194,0.001132879968796463,0.1187495393383866,-0.010463758826952371,-0.7439078350183432,-1.339640711680667,0.09494616450346596,0.4414182167926951,2,1
-0.08441221013916078,0.025306269963180625,0.11187010754691916,-0.024459474381839152,-0.7367823574389984,-1.3669608934620925,0.09189035018214277,0.4470240546617041,2,1
-0.0478599730319675,0.04765319435094992,0.10477750685107254,-0.035586766942709215,-0.7308982685956599,-1.3785571890403294,0.08954558639221025,0.4504793193004778,2,1
-0.010718264057942857,0.06566973413377931,0.09762511009608042,-0.04314996737598077,-0.7259623551693684,-1.3735663336464887,0.08773005272896409,0.4520023860474653,2,1
0.026416978796520597,0.07726457824779065,0.09056849226057044,-0.04663133490150567,-0.7215812117565443,-1.3515860591836226,0.08624988559707253,0.4517476267841489,2,1
0.06298227887654367,0.08096409886848092,0.08375341272092872,-0.04574644434301227,-0.7173009453969084,-1.3127012496802044,0.08491095872652442,0.4497687752133217,2,1
0.09847300016949867,0.07605075826056212,0.0773044642743124,-0.04048345133443375,-0.7126546791645576,-1.257473317973692,0.08352853545385729,0.4459915097276333,2,1
0.13246798956781594,0.06262395974640655,0.07131560526697209,-0.031121389043200377,-0.7072127327269015,-1.1868961850634452,0.0819346013008847,0.44020016823985575,2,1
0.16465032643968386,0.04158000150326753,0.06584351974286988,-0.01822455187794481,-0.7006298432400366,-1.102327226601301,0.0799830015818273,0.432042299082793,2,1
0.1948217742053709,0.01451519016015071,0.06090439078414268,-0.0026122646413046092,-0.6926839255399837,-1.0054047450696806,0.07755270706628095,0.4210527053450845,2,1
-0.010718264057942857,0.06566973413377931,0.09762511009608042,-0.04314996737598077,-0.7259623551693684,-1.3735663336464887,0.08773005272896409,0.4520023860474653,2,2
0.026416978796520597,0.07726457824779065,0.09056849226057044,-0.04663133490150567,-0.7215812117565443,-1.3515860591836226,0.08624988559707253,0.4517476267841489,2,2
0.06298227887654367,0.08096409886848092,0.08375341272092872,-0.04574644434301227,-0.7173009453969084,-1.3127012496802044,0.08491095872652442,0.4497687752133217,2,2
0.09847300016949867,0.07605075826056212,0.0773044642743124,-0.04048345133443375,-0.7126546791645576,-1.257473317973692,0.08352853545385729,0.4459915097276333,2,2
0.13246798956781594,0.06262395974640655,0.07131560526697209,-0.031121389043200377,-0.7072127327269015,-1.1868961850634452,0.0819346013008847,0.44020016823985575,2,2
0.16465032643968386,0.04158000150326753,0.06584351974286988,-0.01822455187794481,-0.7006298432400366,-1.102327226601301,0.0799830015818273,0.432042299082793,2,2
0.1948217742053709,0.01451519016015071,0.06090439078414268,-0.0026122646413046092,-0.6926839255399837,-1.0054047450696806,0.07755270706628095,0.4210527053450845,2,2
0.22290866256689615,-0.016437016609354413,0.05647428158963999,0.01469429600973854,-0.6833016899001889,-0.8979642988362421,0.07454961441554063,0.4066960657394292,2,2
0.24895752744674202,-0.04881810360054512,0.05249294825404738,0.032544293380276916,-0.6725678892754656,-0.7819645120420049,0.07090728467789884,0.3884245600197445,2,2
0.2731198738036184,-0.08008454024668883,0.0488705946646342,0.049742554706693067,-0.6607169146301364,-0.6594293079351824,0.06658697095838402,0.3657446716317626,2,2
0.09847300016949867,0.07605075826056212,0.0773044642743124,-0.04048345133443375,-0.7126546791645576,-1.257473317973692,0.08352853545385729,0.4459915097276333,2,3
0.13246798956781594,0.06262395974640655,0.07131560526697209,-0.031121389043200377,-0.7072127327269015,-1.1868961850634452,0.0819346013008847,0.44020016823985575,2,3
0.16465032643968386,0.04158000150326753,0.06584351974286988,-0.01822455187794481,-0.7006298432400366,-1.102327226601301,0.0799830015818273,0.432042299082793,2,3
0.1948217742053709,0.01451519016015071,0.06090439078414268,-0.0026122646413046092,-0.6926839255399837,-1.0054047450696806,0.07755270706628095,0.4210527053450845,2,3
0.22290866256689615,-0.016437016609354413,0.05647428158963999,0.01469429600973854,-0.6833016899001889,-0.8979642988362421,0.07454961441554063,0.4066960657394292,2,3
