AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label,chunk
-3.30593117501573,0.9306494994888884,-0.5437975055985662,-0.3656118985229007,-2.8802788780093898,-1.7471450318530268,-0.7745006856706795,0.7973084049932586,2,0
-3.2714247526716544,0.7811994559698241,-0.5373845972537538,-0.3361558557783487,-2.862631582128408,-1.778219791525968,-0.7902349812119773,0.7624676371757421,2,0
-3.2430105142951517,0.6112190506264619,-0.5282445744760433,-0.2936381920764316,-2.839827435969108,-1.8040031855350718,-0.8072446978761919,0.7301530725482478,2,0
-3.2211850063751064,0.4274823658279709,-0.5169599999900805,-0.23746643688278296,-2.812330842236895,-1.8258551819847055,-0.8251045718068062,0.7036419362742653,2,0
-3.206161500236443,0.23767003218028196,-0.5042290864184695,-0.16788265410324982,-2.780780767765379,-1.845147748601536,-0.8433977988652575,0.6866160837432111,2,0
-3.1978690508721246,0.0500347660111613,-0.4908063373480778,-0.0861379713166216,-2.7459750844673914,-1.8628345066046983,-0.8617097491808493,0.6827750839448936,2,0
-3.1959686716716464,-0.12693610572445746,-0.4774389586265269,0.005404923660507266,-2.7088574072696425,-1.8790076261034567,-0.8796159866080946,0.6953661596470755,2,0
-3.1998846135957413,-0.2848652245725499,-0.4648056303510126,0.10326423404789503,-2.6705042549781326,-1.8925221997655863,-0.8966684435955761,0.7266883280774042,2,0
-3.208847238609614,-0.4158452067897199,-0.4534639483330423,0.20294240876124706,-2.6321085789156267,-1.900768040096592,-0.9123842177687032,0.7776386764785091,2,0
-3.2219432932321896,-0.5128201270464954,-0.4438116778639363,0.2991463540099548,-2.5949545904065183,-1.8996530437515715,-0.9262413815138768,0.8473691849944931,2,0
-3.2211850063751064,0.4274823658279709,-0.5169599999900805,-0.23746643688278296,-2.812330842236895,-1.8258551819847055,-0.8251045718068062,0.7036419362742653,2,1
-3.206161500236443,0.23767003218028196,-0.5042290864184695,-0.16788265410324982,-2.780780767765379,-1.845147748601536,-0.8433977988652575,0.6866160837432111,2,1
-3.1978690508721246,0.0500347660111613,-0.4908063373480778,-0.0861379713166216,-2.7459750844673914,-1.8628345066046983,-0.8617097491808493,0.6827750839448936,2,1
-3.1959686716716464,-0.12693610572445746,-0.4774389586265269,0.005404923660507266,-2.7088574072696425,-1.8790076261034567,-0.8796159866080946,0.6953661596470755,2,1
-3.1998846135957413,-0.2848652245725499,-0.4648056303510126,0.10326423404789503,-2.6705042549781326,-1.8925221997655863,-0.8966684435955761,0.7266883280774042,2,1
-3.208847238609614,-0.4158452067897199,-0.4534639483330423,0.20294240876124706,-2.6321085789156267,-1.900768040096592,-0.9123842177687032,0.7776386764785091,2,1
-3.2219432932321896,-0.5128201270464954,-0.4438116778639363,0.2991463540099548,-2.5949545904065183,-1.8996530437515715,-0.9262413815138768,0.8473691849944931,2,1
-3.2381695114579414,-0.5699858203595913,-0.4360651221584815,0.386117923410741,-2.5603787992274305,-1.8838330064948041,-0.9376853678555492,0.9331122162729,2,1
-3.256486182548512,-0.5831931041214061,-0.4302557180513553,0.4580542031985474,-2.529713536906535,-1.8471850287095504,-0.9461479612164642,1.0302130180430829,2,1
-3.2758682575386247,-0.5503235599607936,-0.4262437992036803,0.5095836034781229,-2.504212005274544,-1.7834821307940951,-0.9510788519423894,1.1323812886888849,2,1
-3.1959686716716464,-0.12693610572445746,-0.4774389586265269,0.005404923660507266,-2.7088574072696425,-1.8790076261034567,-0.8796159866080946,0.6953661596470755,2,2
-3.1998846135957413,-0.2848652245725499,-0.4648056303510126,0.10326423404789503,-2.6705042549781326,-1.8925221997655863,-0.8966684435955761,0.7266883280774042,2,2
-3.208847238609614,-0.4158452067897199,-0.4534639483330423,0.20294240876124706,-2.6321085789156267,-1.900768040096592,-0.9123842177687032,0.7776386764785091,2,2
-3.2219432932321896,-0.5128201270464954,-0.4438116778639363,0.2991463540099548,-2.5949545904065183,-1.8996530437515715,-0.9262413815138768,0.8473691849944931,2,2
-3.2381695114579414,-0.5699858203595913,-0.4360651221584815,0.386117923410741,-2.5603787992274305,-1.8838330064948041,-0.9376853678555492,0.9331122162729,2,2
-3.256486182548512,-0.5831931041214061,-0.4302557180513553,0.4580542031985474,-2.529713536906535,-1.8471850287095504,-0.9461479612164642,1.0302130180430829,2,2
-3.2758682575386247,-0.5503235599607936,-0.4262437992036803,0.5095836034781229,-2.504212005274544,-1.7834821307940951,-0.9510788519423894,1.1323812886888849,2,2
-3.29535238256903,-0.4715957209936484,-0.4237466412866207,0.5362527700275984,-2.484957772048096,-1.6871925397567409,-0.951987396470402,1.2321451546746636,2,2
-3.314078680023014,-0.34975391938285755,-0.4223766565195549,0.5349728957478124,-2.47276603879774,-1.5543044742217371,-0.948490033717192,1.3214643251422509,2,2
-3.3313260666825872,-0.19009500283561304,-0.42168504231292797,0.5043737448744582,-2.468088088651743,-1.3830698843238982,-0.9403571502791606,1.392438704019895,2,2
-3.2219432932321896,-0.5128201270464954,-0.4438116778639363,0.2991463540099548,-2.5949545904065183,-1.8996530437515715,-0.9262413815138768,0.8473691849944931,2,3
-3.2381695114579414,-0.5699858203595913,-0.4360651221584815,0.386117923410741,-2.5603787992274305,-1.8838330064948041,-0.9376853678555492,0.9331122162729,2,3
-3.256486182548512,-0.5831931041214061,-0.4302557180513553,0.4580542031985474,-2.529713536906535,-1.8471850287095504,-0.9461479612164642,1.0302130180430829,2,3
