AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label,chunk
-0.4693219841172839,0.3823939862542418,0.11726505456515632,-0.026740129591592943,-0.042948660638998826,-0.24153317804481755,0.0766496892005549,0.17621797975107215,2,0
-0.43453837125503547,0.2951845555807366,0.10035119352518446,0.0010367698269395237,-0.016618793227570094,-0.09817995441748738,0.05417293817968746,0.15705988941321425,2,0
-0.39934561123990137,0.20831323878758815,0.08366705484864212,0.032551372180523584,0.009664951728356795,0.04238271821342976,0.030701184193666745,0.1395771990522522,2,0
-0.3644951414609376,0.12552726472632725,0.06743059346654204,0.06594760884087716,0.036023212680683765,0.17547102958658622,0.00645787679428117,0.12387889463299195,2,0
-0.3306489594781752,0.0500630723281788,0.05182383749084518,0.09924611150837526,0.06262236096527207,0.2959278858416672,-0.01825086017860517,0.11032063841868872,2,0
-0.2983274519314387,-0.015544726761737128,0.036980906686415384,0.13045750819672314,0.08970408691000065,0.39865511722710995,-0.043077631666802015,0.0993911235386888,2,0
-0.2678692419301185,-0.06959903275476498,0.0229787201472485,0.1577078932946617,0.11760758941639705,0.4792064034964574,-0.06767887766513214,0.09157916058002913,2,0
-0.239407364162453,-0.11130807412782023,0.009831478240431818,0.17936671475677698,0.14677651033922798,0.5343582432883951,-0.09175623293287816,0.08724498212424246,2,0
-0.2128639564275741,-0.14077796238116208,-0.002510385789934233,0.19416445928655032,0.17774482414800566,0.5625737284219481,-0.11508746674657305,0.08651822561662784,2,0
-0.187963300736892,-0.15892924298749742,-0.0141565564105694,0.2012863950048963,0.21109940364473526,0.5642854701464031,-0.1375422781904388,0.08924024033500938,2,0
-0.3644951414609376,0.12552726472632725,0.06743059346654204,0.06594760884087716,0.036023212680683765,0.17547102958658622,0.00645787679428117,0.12387889463299195,2,1
-0.3306489594781752,0.0500630723281788,0.05182383749084518,0.09924611150837526,0.06262236096527207,0.2959278858416672,-0.01825086017860517,0.11032063841868872,2,1
-0.2983274519314387,-0.015544726761737128,0.036980906686415384,0.13045750819672314,0.08970408691000065,0.39865511722710995,-0.043077631666802015,0.0993911235386888,2,1
-0.2678692419301185,-0.06959903275476498,0.0229787201472485,0.1577078932946617,0.11760758941639705,0.4792064034964574,-0.06767887766513214,0.09157916058002913,2,1
-0.239407364162453,-0.11130807412782023,0.009831478240431818,0.17936671475677698,0.14677651033922798,0.5343582432883951,-0.09175623293287816,0.08724498212424246,2,1
-0.2128639564275741,-0.14077796238116208,-0.002510385789934233,0.19416445928655032,0.17774482414800566,0.5625737284219481,-0.11508746674657305,0.08651822561662784,2,1
-0.187963300736892,-0.15892924298749742,-0.0141565564105694,0.2012863950048963,0.21109940364473526,0.5642854701464031,-0.1375422781904388,0.08924024033500938,2,1
-0.16426085523267386,-0.16734427208539138,-0.025268741067897005,0.2004297620344439,0.2474213293679152,0.5419484064018059,-0.15908098611716726,0.09496057104523352,2,1
-0.14118424432133034,-0.16805983603071845,-0.03604881519370007,0.1918152516580892,0.2872123543966002,0.4998465897912748,-0.17973721269526194,0.1029880551687223,2,1
-0.1180812558484371,-0.16332596129705612,-0.046724225233749694,0.17614897150726794,0.33081638267449553,0.4436748078482018,-0.19958843621108316,0.11248759448642992,2,1
-0.2678692419301185,-0.06959903275476498,0.0229787201472485,0.1577078932946617,0.11760758941639705,0.4792064034964574,-0.06767887766513214,0.09157916058002913,2,2
-0.239407364162453,-0.11130807412782023,0.009831478240431818,0.17936671475677698,0.14677651033922798,0.5343582432883951,-0.09175623293287816,0.08724498212424246,2,2
-0.2128639564275741,-0.14077796238116208,-0.002510385789934233,0.19416445928655032,0.17774482414800566,0.5625737284219481,-0.11508746674657305,0.08651822561662784,2,2
-0.187963300736892,-0.15892924298749742,-0.0141565564105694,0.2012863950048963,0.21109940364473526,0.5642854701464031,-0.1375422781904388,0.08924024033500938,2,2
-0.16426085523267386,-0.16734427208539138,-0.025268741067897005,0.2004297620344439,0.2474213293679152,0.5419484064018059,-0.15908098611716726,0.09496057104523352,2,2
-0.14118424432133034,-0.16805983603071845,-0.03604881519370007,0.1918152516580892,0.2872123543966002,0.4998465897912748,-0.17973721269526194,0.1029880551687223,2,2
-0.1180812558484371,-0.16332596129705612,-0.046724225233749694,0.17614897150726794,0.33081638267449553,0.4436748078482018,-0.19958843621108316,0.11248759448642992,2,2
-0.09426980980811883,-0.15535627396925794,-0.05753186768181145,0.1545375312325573,0.37834761830856656,0.3799496748834746,-0.21872025932953315,0.12260598322642985,2,2
