sample_id,accuracy,window_size
0,60.535990712074316,100.0
1,58.9202786377709,100.0
2,61.179373065015476,100.0
3,61.875967492260045,100.0
4,62.398413312693506,100.0
5,61.25193498452013,100.0
6,62.5,100.0
7,58.47523219814242,100.0
8,60.361842105263165,100.0
9,60.11513157894736,100.0
10,61.03908668730651,100.0
11,57.27070433436532,100.0
12,59.10410216718267,100.0
13,58.13177244582043,100.0
14,56.849845201238395,100.0
15,58.721942724458195,100.0
16,57.92376160990712,100.0
17,56.743421052631575,100.0
18,60.158668730650156,100.0
19,60.927825077399376,100.0
20,58.43653250773994,100.0
21,56.64183436532508,100.0
22,54.30050309597523,100.0
23,58.46555727554179,100.0
24,55.137383900928796,100.0
25,61.25193498452012,100.0
26,59.86358359133127,100.0
27,58.43653250773995,100.0
28,57.04334365325077,100.0
29,56.93691950464397,100.0
30,59.40886222910216,100.0
31,58.692917956656345,100.0
32,57.21749226006192,100.0
33,56.017801857585134,100.0
34,59.26373839009288,100.0
35,60.20220588235295,100.0
36,58.88641640866872,100.0
37,57.89473684210527,100.0
38,56.77728328173374,100.0
39,57.8125,100.0
40,60.06675696594427,100.0
41,59.950657894736835,100.0
42,56.404798761609904,100.0
43,59.24438854489164,100.0
44,60.50696594427245,100.0
45,62.10332817337462,100.0
46,61.842105263157904,100.0
47,60.265092879256976,100.0
48,59.62171052631579,100.0
49,54.32952786377709,100.0
50,58.45104489164087,100.0
51,58.07856037151703,100.0
52,62.35971362229103,100.0
53,59.06056501547988,100.0
54,56.965944272445824,100.0
55,55.67917956656347,100.0
56,59.24438854489165,100.0
57,61.44543343653251,100.0
58,63.47232972136224,100.0
59,59.59752321981424,100.0
60,59.17666408668731,100.0
61,57.79798761609907,100.0
62,62.25328947368422,100.0
63,61.0874613003096,100.0
64,58.983165634674926,100.0
65,58.741292569659436,100.0
66,58.88641640866873,100.0
67,63.13370743034055,100.0
68,63.81095201238389,100.0
69,58.84771671826626,100.0
70,58.726780185758514,100.0
71,54.32952786377709,100.0
72,56.453173374613,100.0
73,53.69098297213622,100.0
74,62.65963622291021,100.0
75,59.984520123839005,100.0
76,59.94582043343652,100.0
77,57.604489164086694,100.0
78,62.4516253869969,100.0
79,59.297600619195045,100.0
80,58.04469814241487,100.0
81,58.38332043343654,100.0
82,58.60584365325077,100.0
83,58.02534829721362,100.0
84,62.5483746130031,100.0
85,59.97000773993808,100.0
86,60.44891640866872,100.0
87,58.141447368421055,100.0
88,57.29489164086687,100.0
89,61.57120743034055,100.0
90,59.00251547987616,100.0
91,58.02051083591331,100.0
92,60.31346749226006,100.0
93,61.84210526315789,100.0
94,59.59752321981425,100.0
95,59.5249613003096,100.0
96,57.71091331269349,100.0
97,65.26702786377709,100.0
98,60.61822755417957,100.0
99,57.76412538699691,100.0
100,61.145510835913306,100.0
101,57.169117647058826,100.0
102,62.97890866873065,100.0
103,58.01083591331269,100.0
104,61.0439241486068,100.0
105,61.36803405572756,100.0
106,62.1904024767802,100.0
107,63.820626934984524,100.0
108,63.27399380804953,100.0
109,58.44136996904025,100.0
110,59.85874613003096,100.0
111,57.2078173374613,100.0
112,60.124806501547994,100.0
113,62.77089783281734,100.0
114,54.90518575851393,100.0
115,59.046052631578945,100.0
116,61.67763157894736,100.0
117,59.85390866873065,100.0
118,57.90441176470588,100.0
119,57.62383900928793,100.0
120,58.175309597523224,100.0
121,57.46420278637771,100.0
122,59.07991486068112,100.0
123,64.1544117647059,100.0
124,56.646671826625386,100.0
125,61.222910216718276,100.0
126,59.69910990712075,100.0
127,54.70201238390093,100.0
128,63.25464396284831,100.0
129,58.42685758513932,100.0
130,59.171826625387,100.0
131,60.086106811145505,100.0
132,56.308049535603715,100.0
133,61.619582043343655,100.0
