sample_id,accuracy,window_size
0,57.415828173374614,50.0
1,56.6515092879257,50.0
2,61.36803405572755,50.0
3,60.603715170278626,50.0
4,59.28792569659443,50.0
5,59.462074303405586,50.0
6,58.51876934984519,50.0
7,56.845007739938076,50.0
8,58.86706656346749,50.0
9,57.81250000000001,50.0
10,59.84907120743035,50.0
11,58.36397058823529,50.0
12,58.779992260061924,50.0
13,55.68401702786379,50.0
14,57.08688080495356,50.0
15,57.26586687306502,50.0
16,55.58243034055727,50.0
17,54.47465170278639,50.0
18,57.7641253869969,50.0
19,58.45104489164087,50.0
20,58.562306501547994,50.0
21,57.68188854489164,50.0
22,55.78076625386997,50.0
23,57.94311145510836,50.0
24,53.429760061919495,50.0
25,58.707430340557266,50.0
26,59.14763931888544,50.0
27,58.373645510835914,50.0
28,55.630804953560364,50.0
29,56.23065015479876,50.0
30,58.28173374613002,50.0
31,56.13390092879257,50.0
32,57.739938080495364,50.0
33,56.815982972136226,50.0
34,57.18363003095975,50.0
35,58.49941950464396,50.0
36,57.454527863777095,50.0
37,57.715750773993804,50.0
38,55.86784055727554,50.0
39,59.62654798761609,50.0
40,57.96729876160991,50.0
41,58.30592105263159,50.0
42,56.04198916408668,50.0
43,58.630030959752325,50.0
44,61.39705882352941,50.0
45,61.363196594427244,50.0
46,61.687306501548,50.0
47,58.82836687306502,50.0
48,57.46904024767802,50.0
49,53.76838235294117,50.0
50,58.310758513931894,50.0
51,59.91679566563467,50.0
52,59.22020123839008,50.0
53,58.262383900928796,50.0
54,56.17743808049536,50.0
55,58.19949690402477,50.0
56,59.03637770897833,50.0
57,59.75715944272446,50.0
58,62.54353715170278,50.0
59,57.39164086687306,50.0
60,57.19330495356037,50.0
61,57.83668730650155,50.0
62,59.09926470588237,50.0
63,61.64860681114551,50.0
64,57.57062693498452,50.0
65,57.95278637770897,50.0
66,59.737809597523224,50.0
67,59.76683436532509,50.0
68,61.28579721362229,50.0
69,58.630030959752325,50.0
70,56.18711300309597,50.0
71,57.03850619195047,50.0
72,55.67434210526316,50.0
73,53.91350619195047,50.0
74,60.68595201238391,50.0
75,58.07372291021672,50.0
76,58.03502321981424,50.0
77,55.31636996904025,50.0
78,59.989357585139324,50.0
79,58.20917182662539,50.0
80,57.125580495356026,50.0
81,58.07856037151702,50.0
82,55.1954334365325,50.0
83,55.71787925696595,50.0
84,62.01141640866872,50.0
85,57.285216718266255,50.0
86,58.949303405572756,50.0
87,58.48974458204334,50.0
88,57.22716718266253,50.0
89,62.02109133126935,50.0
90,57.028831269349844,50.0
91,57.1013931888545,50.0
92,58.13177244582044,50.0
93,58.45104489164087,50.0
94,58.79934210526317,50.0
95,59.665247678018574,50.0
96,57.73026315789473,50.0
97,61.34868421052631,50.0
98,55.930727554179555,50.0
99,58.71710526315788,50.0
100,56.477360681114554,50.0
101,58.26722136222911,50.0
102,60.84075077399381,50.0
103,57.46420278637771,50.0
104,57.47871517027864,50.0
105,60.21188080495356,50.0
106,61.17453560371517,50.0
107,58.95414086687306,50.0
108,59.6749226006192,50.0
109,58.47039473684211,50.0
110,58.654218266253864,50.0
111,57.294891640866865,50.0
112,58.620356037151694,50.0
113,60.20704334365326,50.0
114,52.641253869969034,50.0
115,57.20297987616099,50.0
116,59.940982972136226,50.0
117,57.92859907120744,50.0
118,58.412345201238395,50.0
119,56.54508513931889,50.0
120,57.45452786377709,50.0
121,57.20781733746129,50.0
122,55.90170278637771,50.0
123,61.78405572755419,50.0
124,55.3937693498452,50.0
125,59.10893962848298,50.0
126,59.38951238390093,50.0
127,56.98045665634674,50.0
128,60.342492260061924,50.0
129,54.06830495356037,50.0
130,58.528444272445824,50.0
131,59.69910990712074,50.0
132,56.08068885448915,50.0
133,59.8297213622291,50.0
134,58.95414086687306,50.0
135,58.276896284829725,50.0
136,58.03018575851393,50.0
137,60.405379256965944,50.0
138,60.52147832817338,50.0
139,56.893382352941174,50.0
140,59.65557275541796,50.0
141,57.18846749226006,50.0
142,63.056308049535616,50.0
143,58.697755417956664,50.0
144,58.533281733746136,50.0
145,55.630804953560386,50.0
146,57.65770123839009,50.0
147,56.78695820433437,50.0
148,60.284442724458195,50.0
149,57.74961300309597,50.0
150,58.47039473684211,50.0
151,57.023993808049546,50.0
152,60.545665634674926,50.0
153,60.284442724458195,50.0
154,57.914086687306494,50.0
155,57.76896284829721,50.0
156,60.023219814241486,50.0
157,55.77592879256965,50.0
158,61.94852941176472,50.0
159,59.8780959752322,50.0
160,57.32391640866872,50.0
161,62.93053405572755,50.0
162,58.93479102167183,50.0
163,59.39918730650154,50.0
164,59.868421052631575,50.0
165,58.13660990712074,50.0
166,58.654218266253864,50.0
167,60.274767801857585,50.0
168,56.99496904024768,50.0
169,59.69427244582043,50.0
170,57.836687306501545,50.0
171,57.06269349845201,50.0
172,62.12267801857586,50.0
173,60.51664086687306,50.0
174,60.298955108359145,50.0
175,58.620356037151694,50.0
176,59.45239938080495,50.0
177,58.93479102167183,50.0
178,60.46826625386996,50.0
179,52.92182662538699,50.0
180,58.70259287925697,50.0
181,55.219620743034056,50.0
182,56.49671052631579,50.0
183,56.835332817337466,50.0
184,58.528444272445824,50.0
185,61.64376934984521,50.0
186,57.502902476780186,50.0
187,57.24167956656346,50.0
188,57.19814241486068,50.0
189,61.78889318885449,50.0
190,57.76412538699691,50.0
191,61.77438080495355,50.0
192,59.08958978328173,50.0
193,60.903637770897845,50.0
194,57.28037925696595,50.0
195,57.80282507739938,50.0
196,61.18421052631578,50.0
197,56.903057275541805,50.0
198,58.40267027863778,50.0
199,56.40479876160991,50.0
200,58.272058823529406,50.0
201,61.01973684210526,50.0
202,55.872678018575854,50.0
203,58.23819659442725,50.0
204,59.80069659442724,50.0
205,59.19601393188856,50.0
206,58.678405572755416,50.0
207,57.31907894736842,50.0
208,54.83262383900928,50.0
209,55.31153250773993,50.0
210,59.40402476780186,50.0
211,58.920278637770885,50.0
212,62.22426470588234,50.0
213,54.982585139318886,50.0
