sample_id,accuracy,window_size
0,56.95143188854488,150.0
1,56.87403250773993,150.0
2,65.08804179566563,150.0
3,61.13099845201239,150.0
4,59.21536377708978,150.0
5,56.1484133126935,150.0
6,62.72736068111456,150.0
7,57.77863777089784,150.0
8,62.36455108359134,150.0
9,57.672213622291025,150.0
10,62.277476780185744,150.0
11,60.187693498452006,150.0
12,58.397832817337466,150.0
13,57.48355263157894,150.0
14,57.61900154798762,150.0
15,57.99148606811145,150.0
16,56.81598297213623,150.0
17,57.30456656346749,150.0
18,57.54643962848298,150.0
19,59.786184210526315,150.0
20,59.48626160990712,150.0
21,56.627321981424146,150.0
22,55.99845201238389,150.0
23,58.09791021671827,150.0
24,56.085526315789465,150.0
25,59.495936532507734,150.0
26,59.49109907120743,150.0
27,58.85255417956655,150.0
28,57.251354489164086,150.0
29,56.622484520123834,150.0
30,60.52631578947369,150.0
31,56.21613777089784,150.0
32,59.57333591331269,150.0
33,59.09926470588235,150.0
34,58.65421826625387,150.0
35,58.52360681114551,150.0
36,58.67840557275541,150.0
37,58.35429566563468,150.0
38,56.05650154798761,150.0
39,59.350812693498455,150.0
40,57.77863777089783,150.0
41,58.136609907120736,150.0
42,57.73993808049536,150.0
43,60.71981424148606,150.0
44,61.75503095975233,150.0
45,60.434404024767794,150.0
46,61.092298761609904,150.0
47,62.3500386996904,150.0
48,56.67085913312693,150.0
49,55.77109133126936,150.0
50,58.692917956656345,150.0
51,59.96033281733746,150.0
52,59.616873065015476,150.0
53,56.18711300309597,150.0
54,57.846362229102176,150.0
55,56.68537151702786,150.0
56,59.42821207430341,150.0
57,59.9313080495356,150.0
58,63.53521671826626,150.0
59,59.10410216718265,150.0
60,56.26934984520124,150.0
61,58.688080495356026,150.0
62,58.42685758513932,150.0
63,61.66795665634674,150.0
64,59.737809597523224,150.0
65,59.49593653250774,150.0
66,58.209171826625386,150.0
67,61.687306501548,150.0
68,61.09229876160992,150.0
69,57.18846749226007,150.0
70,59.27341331269349,150.0
71,57.24167956656346,150.0
72,57.18846749226006,150.0
73,54.92453560371517,150.0
74,61.32449690402477,150.0
75,59.6797600619195,150.0
76,56.428986068111456,150.0
77,56.91756965944271,150.0
78,59.09926470588236,150.0
79,58.44620743034056,150.0
80,57.03850619195047,150.0
81,57.938273993808046,150.0
82,56.13390092879257,150.0
83,56.85952012383901,150.0
84,60.72465170278639,150.0
85,59.2685758513932,150.0
86,61.41640866873065,150.0
87,59.49593653250775,150.0
88,56.656346749226,150.0
89,60.84075077399381,150.0
90,55.785603715170275,150.0
91,58.69775541795665,150.0
92,58.61551857585138,150.0
93,59.09926470588235,150.0
94,58.06404798761611,150.0
95,60.89396284829721,150.0
96,58.96865325077399,150.0
97,65.43150154798761,150.0
98,58.52360681114551,150.0
99,56.12906346749226,150.0
100,57.299729102167184,150.0
101,60.545665634674926,150.0
102,61.32449690402477,150.0
103,57.401315789473685,150.0
104,60.661764705882355,150.0
105,64.65750773993807,150.0
106,61.687306501547994,150.0
107,59.78134674922601,150.0
108,60.21671826625387,150.0
109,56.443498452012385,150.0
110,59.30727554179566,150.0
111,58.1172600619195,150.0
112,61.329334365325074,150.0
113,61.280959752321984,150.0
114,52.297794117647065,150.0
115,55.51954334365325,150.0
116,61.909829721362215,150.0
117,59.96517027863778,150.0
118,56.16292569659442,150.0
119,60.289280185758514,150.0
120,58.47523219814241,150.0
121,60.19736842105264,150.0
122,54.813273993808046,150.0
123,62.26296439628484,150.0
124,55.50019349845202,150.0
125,56.511222910216716,150.0
126,60.87461300309598,150.0
127,57.1546052631579,150.0
128,62.13235294117647,150.0
129,56.680534055727556,150.0
130,59.37983746130031,150.0
131,60.49245356037151,150.0
132,60.613390092879236,150.0
133,60.240905572755416,150.0
134,60.7391640866873,150.0
135,62.39841331269349,150.0
136,61.11164860681115,150.0
137,61.88564241486068,150.0
138,62.42260061919505,150.0
139,57.7592879256966,150.0
140,61.01006191950464,150.0
141,58.58649380804953,150.0
142,63.883513931888544,150.0
143,59.16215170278638,150.0
144,65.8717105263158,150.0
145,60.695626934984524,150.0
146,57.870549535603715,150.0
147,58.48974458204335,150.0
148,61.077786377708996,150.0
149,60.37635448916408,150.0
150,58.973490712074295,150.0
151,56.54508513931888,150.0
152,59.133126934984524,150.0
153,61.653444272445824,150.0
154,60.77302631578947,150.0
155,58.8235294117647,150.0
156,58.55746904024768,150.0
157,57.1062306501548,150.0
158,63.109520123839005,150.0
159,60.95201238390092,150.0
160,57.4109907120743,150.0
161,63.77225232198142,150.0
162,59.63138544891641,150.0
163,62.00657894736842,150.0
164,61.00522445820434,150.0
165,61.116486068111456,150.0
166,60.221555727554176,150.0
167,61.44059597523219,150.0
168,59.28792569659443,150.0
169,60.347329721362215,150.0
170,58.43653250773994,150.0
171,59.19117647058824,150.0
172,63.777089783281724,150.0
173,59.984520123839,150.0
174,61.556695046439636,150.0
175,56.24516253869969,150.0
176,58.039860681114554,150.0
177,58.40267027863778,150.0
178,61.34868421052632,150.0
179,54.194078947368425,150.0
180,57.59965170278638,150.0
181,55.2921826625387,150.0
182,57.304566563467496,150.0
183,54.4359520123839,150.0
184,60.574690402476776,150.0
185,63.18691950464396,150.0
186,56.83533281733746,150.0
187,56.28386222910216,150.0
188,56.622484520123834,150.0
189,63.496517027863774,150.0
190,58.721942724458195,150.0
191,64.37693498452012,150.0
192,58.28657120743034,150.0
193,59.77167182662539,150.0
194,59.58301083591331,150.0
195,54.9922600619195,150.0
196,62.785410216718276,150.0
197,57.096555727554176,150.0
198,59.5249613003096,150.0
199,56.13390092879256,150.0
200,59.462074303405565,150.0
201,60.55534055727554,150.0
202,57.71575077399381,150.0
203,59.10410216718266,150.0
204,62.50967492260061,150.0
205,61.00522445820434,150.0
