sample_id,accuracy,window_size
0,56.41931114551083,25.0
1,54.46981424148606,25.0
2,58.91544117647058,25.0
3,58.601006191950454,25.0
4,57.89957430340557,25.0
5,55.62113003095975,25.0
6,55.785603715170275,25.0
7,58.05921052631579,25.0
8,59.54914860681115,25.0
9,55.87267801857585,25.0
10,57.304566563467496,25.0
11,59.59268575851394,25.0
12,55.86300309597523,25.0
13,55.36958204334365,25.0
14,55.63564241486068,25.0
15,55.78560371517028,25.0
16,53.6280959752322,25.0
17,54.76973684210527,25.0
18,53.8312693498452,25.0
19,56.33707430340557,25.0
20,58.339783281733745,25.0
21,55.098684210526315,25.0
22,53.09597523219813,25.0
23,55.587267801857585,25.0
24,52.017221362229115,25.0
25,56.748258513931894,25.0
26,56.40479876160991,25.0
27,54.508513931888544,25.0
28,54.276315789473685,25.0
29,55.53405572755418,25.0
30,57.80766253869969,25.0
31,54.78908668730651,25.0
32,58.50909442724458,25.0
33,54.72136222910217,25.0
34,56.487035603715164,25.0
35,58.170472136222905,25.0
36,53.90866873065016,25.0
37,55.664667182662534,25.0
38,56.356424148606806,25.0
39,57.918924148606806,25.0
40,52.5203173374613,25.0
41,55.093846749226,25.0
42,54.581075851393194,25.0
43,56.27418730650155,25.0
44,58.60584365325077,25.0
45,56.540247678018574,25.0
46,58.726780185758514,25.0
47,58.21400928792569,25.0
48,55.04547213622291,25.0
49,51.25290247678019,25.0
50,57.0046439628483,25.0
51,57.21749226006192,25.0
52,57.22716718266254,25.0
53,55.67434210526317,25.0
54,55.3502321981424,25.0
55,55.451818885448915,25.0
56,53.23626160990712,25.0
57,58.83804179566564,25.0
58,60.0280572755418,25.0
59,57.65286377708978,25.0
60,54.41660216718266,25.0
61,56.33223684210526,25.0
62,56.91756965944272,25.0
63,58.66389318885448,25.0
64,54.716524767801864,25.0
65,56.28869969040248,25.0
66,59.45239938080495,25.0
67,58.4703947368421,25.0
68,58.842879256965944,25.0
69,56.13390092879256,25.0
70,56.337074303405565,25.0
71,55.90654024767802,25.0
72,53.328173374613,25.0
73,50.94814241486068,25.0
74,58.51393188854488,25.0
75,54.61010061919505,25.0
76,56.09520123839008,25.0
77,53.371710526315795,25.0
78,54.65847523219814,25.0
79,56.762770897832816,25.0
80,55.38893188854489,25.0
81,57.78347523219815,25.0
82,52.84442724458204,25.0
83,56.67569659442724,25.0
84,57.870549535603715,25.0
85,55.18092105263158,25.0
86,58.42685758513932,25.0
87,56.09520123839009,25.0
88,54.818111455108365,25.0
89,60.52631578947368,25.0
90,51.17550309597524,25.0
91,58.74613003095974,25.0
92,55.403444272445824,25.0
93,58.6203560371517,25.0
94,53.4249226006192,25.0
95,58.2672213622291,25.0
96,56.11938854489163,25.0
97,59.225038699690394,25.0
98,57.12074303405573,25.0
99,56.17260061919505,25.0
100,55.42763157894736,25.0
101,56.041989164086694,25.0
102,56.31288699690402,25.0
103,56.77244582043345,25.0
104,55.37925696594427,25.0
105,59.99903250773995,25.0
106,59.83455882352941,25.0
107,55.92589009287926,25.0
108,56.7047213622291,25.0
109,55.55824303405572,25.0
110,56.24032507739938,25.0
111,52.65576625386998,25.0
112,58.45104489164087,25.0
113,57.856037151702786,25.0
114,48.345588235294116,25.0
115,57.73993808049535,25.0
116,58.015673374613,25.0
117,55.73722910216719,25.0
118,55.88235294117648,25.0
119,56.22097523219813,25.0
120,56.10487616099071,25.0
121,54.32469040247678,25.0
122,53.400735294117645,25.0
123,60.99071207430341,25.0
124,54.33920278637771,25.0
125,55.601780185758514,25.0
126,57.52708978328173,25.0
127,57.280379256965944,25.0
128,58.978328173374614,25.0
129,52.56385448916409,25.0
130,57.29005417956657,25.0
131,57.42550309597523,25.0
132,54.33436532507739,25.0
133,57.222329721362215,25.0
134,56.01780185758514,25.0
135,59.936145510835914,25.0
136,56.83049535603715,25.0
137,60.27960526315789,25.0
138,63.138544891640855,25.0
139,53.64260835913312,25.0
140,56.31288699690402,25.0
141,56.574109907120736,25.0
142,59.68943498452012,25.0
143,57.3094040247678,25.0
144,58.291408668730654,25.0
145,56.525735294117645,25.0
146,54.80359907120743,25.0
147,54.37306501547988,25.0
148,59.27341331269349,25.0
149,55.62596749226007,25.0
150,57.043343653250766,25.0
151,54.7890866873065,25.0
152,57.08204334365325,25.0
153,59.35081269349845,25.0
154,55.480843653250766,25.0
155,57.556114551083596,25.0
156,58.93479102167182,25.0
157,49.8016640866873,25.0
158,60.318304953560364,25.0
159,57.686726006191954,25.0
160,54.136029411764696,25.0
161,61.527670278637785,25.0
162,58.402670278637764,25.0
163,59.05572755417956,25.0
164,56.6031346749226,25.0
165,56.59345975232198,25.0
166,56.73374613003096,25.0
167,61.6921439628483,25.0
168,55.176083591331285,25.0
169,57.212654798761605,25.0
170,56.00328947368421,25.0
171,58.09307275541795,25.0
172,60.265092879256976,25.0
173,54.71168730650154,25.0
174,58.13177244582043,25.0
175,56.32739938080495,25.0
176,59.147639318885446,25.0
177,55.42763157894736,25.0
178,56.5499226006192,25.0
179,52.18653250773994,25.0
180,54.2859907120743,25.0
181,54.00058049535603,25.0
182,54.12635448916409,25.0
183,55.297020123839005,25.0
184,58.13177244582043,25.0
185,59.87325851393189,25.0
186,57.6141640866873,25.0
187,53.555534055727556,25.0
188,55.20510835913313,25.0
189,60.13931888544892,25.0
190,55.45665634674922,25.0
191,61.13583591331268,25.0
192,54.5859133126935,25.0
193,57.24167956656348,25.0
194,57.435178018575854,25.0
195,51.36900154798762,25.0
196,57.12558049535605,25.0
197,54.910023219814235,25.0
198,59.32178792569659,25.0
199,53.07662538699691,25.0
200,60.318304953560364,25.0
201,57.56095201238389,25.0
202,57.51741486068111,25.0
203,53.1782120743034,25.0
204,58.07856037151703,25.0
205,56.32739938080495,25.0
206,57.52225232198142,25.0
207,59.08958978328173,25.0
208,53.79256965944272,25.0
209,54.102167182662534,25.0
210,57.1062306501548,25.0
211,55.81462848297213,25.0
212,60.68595201238389,25.0
213,52.52515479876161,25.0
214,55.171246130030966,25.0
215,54.445626934984524,25.0
216,59.83455882352941,25.0
217,56.32256191950464,25.0
218,57.768962848297214,25.0
219,54.431114551083596,25.0
220,55.253482972136226,25.0
221,57.86571207430341,25.0
222,51.62538699690403,25.0
223,57.381965944272444,25.0
224,55.90170278637771,25.0
225,56.0903637770898,25.0
226,53.79740712074304,25.0
227,51.59636222910216,25.0
228,59.036377708978335,25.0
229,58.054373065015476,25.0
230,58.44136996904025,25.0
231,59.30727554179566,25.0
232,56.08068885448917,25.0
233,57.135255417956664,25.0
234,55.267995356037154,25.0
235,57.71575077399381,25.0
236,61.06327399380805,25.0
237,53.086300309597526,25.0
238,54.41176470588234,25.0
239,56.680534055727556,25.0
240,53.497484520123834,25.0
241,53.01373839009288,25.0
242,57.5125773993808,25.0
243,60.24574303405572,25.0
244,55.2438080495356,25.0
245,59.665247678018574,25.0
246,58.64454334365324,25.0
247,52.49129256965945,25.0
248,55.43730650154799,25.0
249,60.424729102167184,25.0
250,56.04198916408669,25.0
251,54.798761609907125,25.0
252,56.965944272445824,25.0
253,57.164280185758514,25.0
254,60.11996904024767,25.0
255,56.82082043343653,25.0
256,57.70607585139319,25.0
257,54.73587461300309,25.0
258,54.963235294117645,25.0
259,53.29431114551083,25.0
260,54.09249226006192,25.0
261,59.39434984520123,25.0
262,58.00116099071207,25.0
263,57.115905572755416,25.0
264,56.62732198142415,25.0
265,54.85681114551084,25.0
266,57.59481424148607,25.0
267,57.47871517027864,25.0
268,54.84229876160991,25.0
269,54.24729102167183,25.0
