sample_id,accuracy,window_size
0,57.50290247678019,10.0
1,52.20588235294117,10.0
2,58.79450464396285,10.0
3,56.7530959752322,10.0
4,57.56578947368421,10.0
5,55.86300309597524,10.0
6,56.32739938080495,10.0
7,59.5249613003096,10.0
8,60.003869969040245,10.0
9,56.54024767801858,10.0
10,56.10971362229102,10.0
11,60.37635448916408,10.0
12,56.68537151702786,10.0
13,54.64396284829722,10.0
14,56.046826625387,10.0
15,54.92937306501548,10.0
16,53.7780572755418,10.0
17,52.612229102167184,10.0
18,55.137383900928796,10.0
19,57.51741486068112,10.0
20,59.29760061919505,10.0
21,56.26934984520125,10.0
22,53.19756191950465,10.0
23,53.70549535603715,10.0
24,52.58320433436533,10.0
25,57.62383900928793,10.0
26,57.74961300309597,10.0
27,54.058630030959755,10.0
28,55.3453947368421,10.0
29,56.72890866873065,10.0
30,57.473877708978335,10.0
31,55.53405572755418,10.0
32,57.22716718266253,10.0
33,55.22929566563468,10.0
34,57.40131578947369,10.0
35,58.325270897832816,10.0
36,55.113196594427244,10.0
37,57.23200464396285,10.0
38,54.50367647058823,10.0
39,58.528444272445824,10.0
40,54.19407894736841,10.0
41,54.9874226006192,10.0
42,57.381965944272444,10.0
43,57.159442724458195,10.0
44,56.51606037151702,10.0
45,56.545085139318886,10.0
46,59.824883900928796,10.0
47,58.102747678018574,10.0
48,55.18575851393189,10.0
49,53.01857585139319,10.0
50,56.91273219814241,10.0
51,55.51470588235294,10.0
52,57.27070433436533,10.0
53,57.46420278637771,10.0
54,54.639125386996895,10.0
55,56.656346749226,10.0
56,54.29566563467491,10.0
57,59.51044891640867,10.0
58,59.69910990712075,10.0
59,56.453173374613,10.0
60,56.254837461300305,10.0
61,54.91486068111455,10.0
62,57.406153250774,10.0
63,57.37712848297213,10.0
64,54.18440402476781,10.0
65,56.73858359133127,10.0
66,60.13448142414862,10.0
67,57.967298761609904,10.0
68,58.3155959752322,10.0
69,54.99709752321981,10.0
70,55.4905185758514,10.0
71,56.341911764705884,10.0
72,51.920472136222905,10.0
73,51.42705108359133,10.0
74,59.017027863777095,10.0
75,54.06830495356037,10.0
76,57.68188854489165,10.0
77,54.75522445820433,10.0
78,54.90518575851392,10.0
79,56.24032507739938,10.0
80,55.26315789473684,10.0
81,57.43034055727555,10.0
82,51.67859907120743,10.0
83,56.477360681114554,10.0
84,59.00251547987616,10.0
85,55.930727554179555,10.0
86,58.330108359133135,10.0
87,56.83533281733746,10.0
88,55.17608359133128,10.0
89,58.746130030959755,10.0
90,52.215557275541805,10.0
91,58.44620743034056,10.0
92,54.59075077399382,10.0
93,58.4655572755418,10.0
94,52.73316563467493,10.0
95,57.817337461300305,10.0
96,56.912732198142415,10.0
97,56.82565789473683,10.0
98,56.53541021671827,10.0
99,54.96807275541796,10.0
100,56.254837461300305,10.0
101,57.328753869969034,10.0
102,57.17395510835914,10.0
103,56.23548761609908,10.0
104,55.18575851393189,10.0
105,59.849071207430335,10.0
106,58.17530959752322,10.0
107,54.33436532507741,10.0
108,57.50773993808049,10.0
109,56.44349845201238,10.0
110,57.17879256965944,10.0
111,52.646091331269346,10.0
112,58.56714396284829,10.0
113,59.09442724458204,10.0
114,48.62616099071208,10.0
115,58.5187693498452,10.0
116,58.66873065015481,10.0
117,55.974264705882355,10.0
118,57.183630030959755,10.0
119,56.559597523219814,10.0
120,57.464202786377705,10.0
121,56.04198916408669,10.0
122,54.48916408668731,10.0
123,60.81656346749225,10.0
124,55.640479876161,10.0
125,55.71787925696595,10.0
126,56.46284829721362,10.0
127,56.64667182662539,10.0
128,58.015673374612994,10.0
129,52.93633900928792,10.0
130,58.08339783281733,10.0
131,57.952786377708975,10.0
132,54.89067337461301,10.0
133,57.314241486068106,10.0
134,55.47116873065016,10.0
135,59.47174922600618,10.0
136,56.43382352941177,10.0
137,60.652089783281724,10.0
138,63.84965170278639,10.0
139,54.00058049535603,10.0
140,55.90170278637771,10.0
141,57.1594427244582,10.0
