AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label,chunk
0.3827447086842622,0.1031219640332684,-0.07999276491519887,-0.16621944651522802,-0.7341090463649392,-0.7358854385799358,-0.2899440773613094,0.4503721755001438,2,0
0.32420717125657583,0.18405045862901964,-0.08260933936001819,-0.1596660503954202,-0.7744750148848939,-0.7468143293654008,-0.2900816647304262,0.4674440522254969,2,0
0.2624937343837863,0.260935794649387,-0.08385891727390972,-0.1494892431745371,-0.8140054971606556,-0.7223286114625989,-0.29252192231971186,0.4875493256076501,2,0
0.19896958152513,0.33095885374308515,-0.08343008625410894,-0.1362889522577415,-0.8516794958478673,-0.6581776924160223,-0.2968847077839902,0.5083725327225386,2,0
0.13503142068650584,0.3919423415780707,-0.08108538085772027,-0.12092330588875973,-0.8864527825607754,-0.5523835478762641,-0.3026837037232424,0.5273378627708593,2,0
0.07206071328627009,0.44246004126701205,-0.07667862862371358,-0.10440344355125686,-0.9173012145281614,-0.4054912477027795,-0.3093733719668061,0.5418241136869343,2,0
0.011383250657004358,0.4818579884076178,-0.07016841388629455,-0.08776810322975234,-0.9432611817396616,-0.22061733608995696,-0.3164005299772142,0.5493918142746302,2,0
-0.04576578907550502,0.5101982497788989,-0.061626950579997834,-0.07195776957506914,-0.9634662401575244,-0.0032839255735259976,-0.3232558736427613,0.547994980918878,2,0
-0.0982722604395116,0.5281483052194557,-0.05124368233445406,-0.05770942676587545,-0.9771790842100012,0.2389513587045348,-0.3295210937760197,0.5361516676944678,2,0
-0.14516939909347645,0.5368453212482767,-0.03932297564897808,-0.04549014129323109,-0.9838179962499382,0.4970370131572902,-0.3349079067340765,0.5130533151224648,2,0
-0.1856597144330264,0.5377640231342518,-0.026275392745486653,-0.035481226784151554,-0.9829769608513592,0.7610890861979059,-0.33928616185968863,0.4786019279417489,2,0
-0.21913121993631826,0.5326100290025524,-0.012602273973433551,-0.027615760626743063,-0.9744388693265535,1.0211077238634658,-0.3426990528757251,0.43337472735134414,2,0
-0.2451663268505193,0.523249280466755,0.0011262394623773875,-0.02166238611265292,-0.958181681940571,1.2676796214999941,-0.34536427123402513,0.37852624457586975,2,0
-0.2635418516821241,0.5116713510352822,0.01429905034907794,-0.01733949296833953,-0.9343779765677092,1.492601571244946,-0.34766070210418043,0.3156460321979866,2,0
-0.27421937990041256,0.4999730205962565,0.02629644969232106,-0.014437710610269772,-0.903388837213637,1.6893726093854582,-0.350101045504886,0.2465948688077174,2,0
-0.2773265610036754,0.4903413097630259,0.03652489584872673,-0.012926387424670891,-0.8657533493190169,1.8535201955751088,-0.35329162820369825,0.17334281568489518,2,0
-0.2731314793391609,0.4850139397317682,0.04445157391302604,-0.01302189257823716,-0.8221749425018869,1.9827462759319627,-0.35788170021984245,0.09782889070497852,2,0
-0.26201364437237873,0.4862002776063746,0.049635729575464776,-0.01520189062199595,-0.7735054319480751,2.0768986891102914,-0.36450564796772256,0.021855418491356304,2,0
-0.2444359671534725,0.4959560745790703,0.05175377442544632,-0.02015915047052258,-0.7207269627663883,2.137789422564284,-0.37372266887168026,-0.052978153984510334,2,0
-0.22092203270697586,0.5160182936612095,0.05061558428531399,-0.028699309368346637,-0.6649313591368565,2.1688920489775443,-0.3859593213098583,-0.12530524073764165,2,0
-0.19204192884303414,0.5476189927973449,0.046170250736685785,-0.04159737941953745,-0.6072958500469241,2.174955775726729,-0.401460747115216,-0.1939953235782404,2,0
-0.15840799352360715,0.5913065639232427,0.0385007062328934,-0.05943578932622048,-0.5490539836836996,2.161573461079948,-0.4202560632630912,-0.2581428387254413,2,0
-0.12067948663335085,0.6468062999228043,0.02780796518605086,-0.08245094100156525,-0.4914608784598682,2.134737021803735,-0.4421423330642338,-0.3170536294860249,2,0
-0.07957290971851015,0.7129491547000375,0.014387004638686697,-0.1104148548633354,-0.435752790766938,2.1004076012788166,-0.4666896915236274,-0.37023708596007615,2,0
-0.035873015577295685,0.7876881078758977,-0.0014026685630976756,-0.14257353091870498,-0.3831021609769846,2.064121317642156,-0.4932678103028156,-0.417406282141168,2,0
0.19896958152513,0.33095885374308515,-0.08343008625410894,-0.1362889522577415,-0.8516794958478673,-0.6581776924160223,-0.2968847077839902,0.5083725327225386,2,1
0.13503142068650584,0.3919423415780707,-0.08108538085772027,-0.12092330588875973,-0.8864527825607754,-0.5523835478762641,-0.3026837037232424,0.5273378627708593,2,1
0.07206071328627009,0.44246004126701205,-0.07667862862371358,-0.10440344355125686,-0.9173012145281614,-0.4054912477027795,-0.3093733719668061,0.5418241136869343,2,1
0.011383250657004358,0.4818579884076178,-0.07016841388629455,-0.08776810322975234,-0.9432611817396616,-0.22061733608995696,-0.3164005299772142,0.5493918142746302,2,1
-0.04576578907550502,0.5101982497788989,-0.061626950579997834,-0.07195776957506914,-0.9634662401575244,-0.0032839255735259976,-0.3232558736427613,0.547994980918878,2,1
-0.0982722604395116,0.5281483052194557,-0.05124368233445406,-0.05770942676587545,-0.9771790842100012,0.2389513587045348,-0.3295210937760197,0.5361516676944678,2,1
-0.14516939909347645,0.5368453212482767,-0.03932297564897808,-0.04549014129323109,-0.9838179962499382,0.4970370131572902,-0.3349079067340765,0.5130533151224648,2,1
-0.1856597144330264,0.5377640231342518,-0.026275392745486653,-0.035481226784151554,-0.9829769608513592,0.7610890861979059,-0.33928616185968863,0.4786019279417489,2,1
-0.21913121993631826,0.5326100290025524,-0.012602273973433551,-0.027615760626743063,-0.9744388693265535,1.0211077238634658,-0.3426990528757251,0.43337472735134414,2,1
-0.2451663268505193,0.523249280466755,0.0011262394623773875,-0.02166238611265292,-0.958181681940571,1.2676796214999941,-0.34536427123402513,0.37852624457586975,2,1
-0.2635418516821241,0.5116713510352822,0.01429905034907794,-0.01733949296833953,-0.9343779765677092,1.492601571244946,-0.34766070210418043,0.3156460321979866,2,1
-0.27421937990041256,0.4999730205962565,0.02629644969232106,-0.014437710610269772,-0.903388837213637,1.6893726093854582,-0.350101045504886,0.2465948688077174,2,1
-0.2773265610036754,0.4903413097630259,0.03652489584872673,-0.012926387424670891,-0.8657533493190169,1.8535201955751088,-0.35329162820369825,0.17334281568489518,2,1
-0.2731314793391609,0.4850139397317682,0.04445157391302604,-0.01302189257823716,-0.8221749425018869,1.9827462759319627,-0.35788170021984245,0.09782889070497852,2,1
-0.26201364437237873,0.4862002776063746,0.049635729575464776,-0.01520189062199595,-0.7735054319480751,2.0768986891102914,-0.36450564796772256,0.021855418491356304,2,1
-0.2444359671534725,0.4959560745790703,0.05175377442544632,-0.02015915047052258,-0.7207269627663883,2.137789422564284,-0.37372266887168026,-0.052978153984510334,2,1
-0.22092203270697586,0.5160182936612095,0.05061558428531399,-0.028699309368346637,-0.6649313591368565,2.1688920489775443,-0.3859593213098583,-0.12530524073764165,2,1
-0.19204192884303414,0.5476189927973449,0.046170250736685785,-0.04159737941953745,-0.6072958500469241,2.174955775726729,-0.401460747115216,-0.1939953235782404,2,1
-0.15840799352360715,0.5913065639232427,0.0385007062328934,-0.05943578932622048,-0.5490539836836996,2.161573461079948,-0.4202560632630912,-0.2581428387254413,2,1
-0.12067948663335085,0.6468062999228043,0.02780796518605086,-0.08245094100156525,-0.4914608784598682,2.134737021803735,-0.4421423330642338,-0.3170536294860249,2,1
-0.07957290971851015,0.7129491547000375,0.014387004638686697,-0.1104148548633354,-0.435752790766938,2.1004076012788166,-0.4666896915236274,-0.37023708596007615,2,1
-0.035873015577295685,0.7876881078758977,-0.0014026685630976756,-0.14257353091870498,-0.3831021609769846,2.064121317642156,-0.4932678103028156,-0.417406282141168,2,1
0.009561114382094373,0.8682076764192217,-0.019168139695796504,-0.1776550377945863,-0.3345705823128448,2.0306455733804487,-0.5210912810110275,-0.4584821821433856,2,1
0.0557999617696652,0.9511167768464154,-0.038512248463949635,-0.2139495894181055,-0.29106324867314953,2.003696446384198,-0.549279084456067,-0.4935930509144575,2,1
0.10186067122046008,1.0327015397634425,-0.059057670725171964,-0.2494528619492963,-0.25328913040402085,1.985724750360432,-0.5769215024613115,-0.5230580036236336,2,1
