AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label,chunk
0.0431934840052261,0.7454221531761763,-0.23781934245825986,-0.2257415779464602,1.5508700774511492,0.9281296892840266,-0.3130442528144056,-0.011565699572781064,2,0
0.04112023891375918,0.7047814045878558,-0.2389046307222264,-0.2394322335397315,1.6139796826002908,0.9880741658583492,-0.3298504710587488,-0.05677839360643285,2,0
0.03679789492794691,0.6617599977335262,-0.2393876705796577,-0.2535865332791045,1.6709396489083554,1.0459671765877807,-0.3463201468929661,-0.10226275199470504,2,0
0.030641634333438805,0.6175393302143144,-0.2392535376535266,-0.26725707458746306,1.7204652464711738,1.1009726975013854,-0.3620354769427514,-0.14653370702586815,2,0
0.02297594769310765,0.5730314646106369,-0.2384507937139318,-0.2794064856533398,1.7614611479870594,1.1519494887152697,-0.3766436889806166,-0.1881369935908319,2,0
0.014010349936307884,0.5287954059985962,-0.2368891298435303,-0.2889280048723444,1.7930270133577393,1.197446892669486,-0.3898473764423205,-0.2256523698650706,2,0
0.003835691872511121,0.485026217554029,-0.2344433713522782,-0.2946899409444351,1.814464989368224,1.2357491939570342,-0.4013903310525645,-0.2577049527487548,2,0
-0.0075606540903348785,0.4416201293829379,-0.230963317043045,-0.2956034264207106,1.8252888208523064,1.2649769248599945,-0.4110410026397765,-0.28299530776293186,2,0
-0.020265031017528176,0.39830507327134784,-0.2262882522538641,-0.2907076858644172,1.8252332944628409,1.2832435890363134,-0.4185761377936436,-0.30035465068685663,2,0
-0.03439916751764088,0.3548135548185079,-0.22026448356553305,-0.2792625575976133,1.814262198876644,1.2888549694031293,-0.42376731011271096,-0.3088252501836571,2,0
-0.050079939185997215,0.31106589378967675,-0.2127639431393224,-0.26083514491951304,1.7925729024956545,1.2805277634098955,-0.4263728701526385,-0.3077591081055913,2,0
-0.06738344842908488,0.2673285728354067,-0.20370183180791568,-0.2353668752292401,1.760595957117569,1.2575970194146195,-0.4261372821760086,-0.29692168560838894,2,0
-0.0863183014383791,0.2243156882324564,-0.19305141484626864,-0.20320914840116588,1.7189887128448138,1.2201795386906686,-0.422798914080418,-0.276583207277411,2,0
-0.10681099284557187,0.1832109628130148,-0.18085442916557448,-0.16511991643377216,1.6686226211380322,1.1692639988838034,-0.4161062089963628,-0.24757892319387875,2,0
-0.12870408944875286,0.14560185672623646,-0.16722606016607064,-0.12221926971424653,1.6105645499131738,1.1067078316755774,-0.4058409482215983,-0.2113220770044883,2,0
-0.15176581201533554,0.11333337892665185,-0.15235403595663433,-0.075908394320917,1.546052909921056,1.035134415084935,-0.3918462003871615,-0.16975898043823706,2,0
-0.17570797737092148,0.08830411271789226,-0.13649198807105886,-0.0277619433295048,1.4764696270494428,0.9577394886948548,-0.3740557192668516,-0.12526364025068693,2,0
-0.20020831288209825,0.07223770462948811,-0.11994776497496852,0.020592140629715844,1.4033089800889942,0.8780299631141514,-0.3525211371590772,-0.08047842500080822,2,0
-0.22493299190006635,0.06646741719795646,-0.10306779849349952,0.06758975200633731,1.3281440935883837,0.7995287667050209,-0.32743336598230216,-0.03811568647708578,2,0
-0.2495558198842888,0.07176841830253944,-0.08621887863728747,0.11183023931712346,1.252591509271731,0.7254841113720811,-0.29913514874661273,-0.0007415766742906414,2,0
-0.2737716570395213,0.08826292330562974,-0.06976878083565999,0.15214764438203274,1.1782738722530877,0.6586197286697295,-0.2681226172644388,0.02943356707212611,2,0
-0.2973031344583867,0.1154091956523603,-0.054067131402733566,0.18764800695327016,1.106780492436374,0.6009546775194072,-0.23503487742698526,0.05073445788265235,2,0
-0.3199012129281737,0.15206978453833667,-0.03942773393033264,0.21771314457839705,1.039625498965537,0.5537089727819039,-0.20063190358042915,0.06214997656624911,2,0
-0.34134137213780685,0.19664055929771346,-0.02611336079220014,0.2419767582687285,0.978203576739154,0.5172971256420771,-0.16576221915368944,0.0633992239223384,2,0
-0.3614179862809129,0.2472129627977421,-0.014323785439674372,0.2602825824721183,0.9237438769450008,0.4913985411373036,-0.13132283583466742,0.0549298719931865,2,0
0.030641634333438805,0.6175393302143144,-0.2392535376535266,-0.26725707458746306,1.7204652464711738,1.1009726975013854,-0.3620354769427514,-0.14653370702586815,2,1
0.02297594769310765,0.5730314646106369,-0.2384507937139318,-0.2794064856533398,1.7614611479870594,1.1519494887152697,-0.3766436889806166,-0.1881369935908319,2,1
0.014010349936307884,0.5287954059985962,-0.2368891298435303,-0.2889280048723444,1.7930270133577393,1.197446892669486,-0.3898473764423205,-0.2256523698650706,2,1
0.003835691872511121,0.485026217554029,-0.2344433713522782,-0.2946899409444351,1.814464989368224,1.2357491939570342,-0.4013903310525645,-0.2577049527487548,2,1
-0.0075606540903348785,0.4416201293829379,-0.230963317043045,-0.2956034264207106,1.8252888208523064,1.2649769248599945,-0.4110410026397765,-0.28299530776293186,2,1
-0.020265031017528176,0.39830507327134784,-0.2262882522538641,-0.2907076858644172,1.8252332944628409,1.2832435890363134,-0.4185761377936436,-0.30035465068685663,2,1
-0.03439916751764088,0.3548135548185079,-0.22026448356553305,-0.2792625575976133,1.814262198876644,1.2888549694031293,-0.42376731011271096,-0.3088252501836571,2,1
-0.050079939185997215,0.31106589378967675,-0.2127639431393224,-0.26083514491951304,1.7925729024956545,1.2805277634098955,-0.4263728701526385,-0.3077591081055913,2,1
-0.06738344842908488,0.2673285728354067,-0.20370183180791568,-0.2353668752292401,1.760595957117569,1.2575970194146195,-0.4261372821760086,-0.29692168560838894,2,1
-0.0863183014383791,0.2243156882324564,-0.19305141484626864,-0.20320914840116588,1.7189887128448138,1.2201795386906686,-0.422798914080418,-0.276583207277411,2,1
-0.10681099284557187,0.1832109628130148,-0.18085442916557448,-0.16511991643377216,1.6686226211380322,1.1692639988838034,-0.4161062089963628,-0.24757892319387875,2,1
-0.12870408944875286,0.14560185672623646,-0.16722606016607064,-0.12221926971424653,1.6105645499131738,1.1067078316755774,-0.4058409482215983,-0.2113220770044883,2,1
-0.15176581201533554,0.11333337892665185,-0.15235403595663433,-0.075908394320917,1.546052909921056,1.035134415084935,-0.3918462003871615,-0.16975898043823706,2,1
-0.17570797737092148,0.08830411271789226,-0.13649198807105886,-0.0277619433295048,1.4764696270494428,0.9577394886948548,-0.3740557192668516,-0.12526364025068693,2,1
-0.20020831288209825,0.07223770462948811,-0.11994776497496852,0.020592140629715844,1.4033089800889942,0.8780299631141514,-0.3525211371590772,-0.08047842500080822,2,1
-0.22493299190006635,0.06646741719795646,-0.10306779849349952,0.06758975200633731,1.3281440935883837,0.7995287667050209,-0.32743336598230216,-0.03811568647708578,2,1
-0.2495558198842888,0.07176841830253944,-0.08621887863728747,0.11183023931712346,1.252591509271731,0.7254841113720811,-0.29913514874661273,-0.0007415766742906414,2,1
